"capabilityId","module","capabilityName","historicalStatus","codePresent","runtimeBound","active","reachable","consumerCount","operable","independentlyVerified","finalStatus","severity","breakpoint","evidence","recommendedAction"
"CLI-956AECCAE6BA","SHARED PLATFORM / INFRASTRUCTURE","hukuk-platform:db:generate","CLOSED | IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/package.json:scripts.db:generate","ADD_REPRESENTATIVE_L6_VERIFICATION"
"CLI-9EEADCE50B6E","SHARED PLATFORM / INFRASTRUCTURE","hukuk-platform:type-check","CLOSED | IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/package.json:scripts.type-check","ADD_REPRESENTATIVE_L6_VERIFICATION"
"CLI-AD32815935B5","SHARED PLATFORM / INFRASTRUCTURE","@hukuk/api:db:studio","IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/package.json:scripts.db:studio","ADD_REPRESENTATIVE_L6_VERIFICATION"
"CLI-B0174F4E12A5","SHARED PLATFORM / INFRASTRUCTURE","@hukuk/api:test:cov","IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/package.json:scripts.test:cov","ADD_REPRESENTATIVE_L6_VERIFICATION"
"CLI-B23FAB4E3417","SHARED PLATFORM / INFRASTRUCTURE","@hukuk/api:seed:tm47d-happy-path","IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/package.json:scripts.seed:tm47d-happy-path","ADD_REPRESENTATIVE_L6_VERIFICATION"
"CLI-B409CACEE8A6","SHARED PLATFORM / INFRASTRUCTURE","hukuk-platform:build","CLOSED | IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/package.json:scripts.build","ADD_REPRESENTATIVE_L6_VERIFICATION"
"CLI-BBD264A10CA4","SHARED PLATFORM / INFRASTRUCTURE","@hukuk/api:build","IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/package.json:scripts.build","ADD_REPRESENTATIVE_L6_VERIFICATION"
"CLI-C04ED9A1CE81","SHARED PLATFORM / INFRASTRUCTURE","@hukuk/api:db:bootstrap","IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/package.json:scripts.db:bootstrap","ADD_REPRESENTATIVE_L6_VERIFICATION"
"CLI-C23C1302D87D","SHARED PLATFORM / INFRASTRUCTURE","hukuk-platform:db:push","CLOSED | IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/package.json:scripts.db:push","ADD_REPRESENTATIVE_L6_VERIFICATION"
"CLI-CCA3A09B4E5A","SHARED PLATFORM / INFRASTRUCTURE","@hukuk/api:start:prod","IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/package.json:scripts.start:prod","ADD_REPRESENTATIVE_L6_VERIFICATION"
"CLI-CF0410E5AB7A","FRONTEND / UI ACTIVATION","@hukuk/web:test","IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/web/package.json:scripts.test","ADD_REPRESENTATIVE_L6_VERIFICATION"
"CLI-CF6AF81FE25D","FRONTEND / UI ACTIVATION","@hukuk/web:dev","IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/web/package.json:scripts.dev","ADD_REPRESENTATIVE_L6_VERIFICATION"
"CLI-D95A7835B18C","SHARED PLATFORM / INFRASTRUCTURE","@hukuk/api:test","IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/package.json:scripts.test","ADD_REPRESENTATIVE_L6_VERIFICATION"
"CLI-DB878F82AB56","FRONTEND / UI ACTIVATION","@hukuk/web:test:watch","IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/web/package.json:scripts.test:watch","ADD_REPRESENTATIVE_L6_VERIFICATION"
"CLI-DC37F710AF08","SHARED PLATFORM / INFRASTRUCTURE","@hukuk/api:db:generate","IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/package.json:scripts.db:generate","ADD_REPRESENTATIVE_L6_VERIFICATION"
"CLI-E01985D02B4F","SHARED PLATFORM / INFRASTRUCTURE","hukuk-platform:dev","CLOSED | IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/package.json:scripts.dev","ADD_REPRESENTATIVE_L6_VERIFICATION"
"CLI-F3D1FCD00708","SHARED PLATFORM / INFRASTRUCTURE","@hukuk/api:inventory:rich-interest-uyap","IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/package.json:scripts.inventory:rich-interest-uyap","ADD_REPRESENTATIVE_L6_VERIFICATION"
"CLI-FC4913F34BB6","FRONTEND / UI ACTIVATION","@hukuk/web:build","IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/web/package.json:scripts.build","ADD_REPRESENTATIVE_L6_VERIFICATION"
"CLI-FFD9CFE0BD6F","SHARED PLATFORM / INFRASTRUCTURE","@hukuk/api:start","IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/package.json:scripts.start","ADD_REPRESENTATIVE_L6_VERIFICATION"
"DYN-7C3990B751A9","GOVERNANCE / ORCHESTRATION","GOV_COORD_V2_REQUEST_EXECUTOR_PATH","MERGED","true","true","true","true","1","true","true","VERIFIED_OPERATIONAL","NONE","","project/docs/audit/runtime-binding-reconciliation-r01/evidence/delivery-evidence-87090cdd45b6-sealed.json | project/scripts/orchestration-v2/delivery/manifest.cjs:CAPABILITIES | project/scripts/orchestration-v2/delivery/probes.cjs","KEEP_AND_REVERIFY_ON_CHANGE"
"DYN-805F178BCA71","GOVERNANCE / ORCHESTRATION","MECHANICAL_GOVERNANCE_GATE","MERGED","true","true","true","true","1","true","true","VERIFIED_OPERATIONAL","NONE","","project/docs/audit/runtime-binding-reconciliation-r01/evidence/delivery-evidence-87090cdd45b6-sealed.json | project/scripts/orchestration-v2/delivery/manifest.cjs:CAPABILITIES | project/scripts/orchestration-v2/delivery/probes.cjs","KEEP_AND_REVERIFY_ON_CHANGE"
"DYN-8BC12BB89FE3","GOVERNANCE / ORCHESTRATION","GOV_COORD_V2_POST_MERGE_DELIVERY_CLOSURE","MERGED","true","true","true","true","1","true","true","VERIFIED_OPERATIONAL","NONE","","project/docs/audit/runtime-binding-reconciliation-r01/evidence/delivery-evidence-87090cdd45b6-sealed.json | project/scripts/orchestration-v2/delivery/manifest.cjs:CAPABILITIES | project/scripts/orchestration-v2/delivery/probes.cjs","KEEP_AND_REVERIFY_ON_CHANGE"
"DYN-B9C3B709E811","GOVERNANCE / ORCHESTRATION","GOV_COORD_V2_RUNNER_AUTHORITY","MERGED","true","true","true","true","1","true","true","VERIFIED_OPERATIONAL","NONE","","project/docs/audit/runtime-binding-reconciliation-r01/evidence/delivery-evidence-87090cdd45b6-sealed.json | project/scripts/orchestration-v2/delivery/manifest.cjs:CAPABILITIES | project/scripts/orchestration-v2/delivery/probes.cjs","KEEP_AND_REVERIFY_ON_CHANGE"
"HTTP-007DC4CB65E9","SHARED PLATFORM / INFRASTRUCTURE","ReportController.getPersonelReport — GET /api/reports/personel","IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/report/report.controller.ts:42 | project/apps/api/src/modules/report/report.module.ts:ReportModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-009A64EFA23C","SHARED PLATFORM / INFRASTRUCTURE","PrecautionaryOrderController.findByCase — GET /api/precautionary-orders/case/:caseId","IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/precautionary-order/precautionary-order.controller.ts:29 | project/apps/api/src/modules/precautionary-order/precautionary-order.module.ts:PrecautionaryOrderModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-00C4BC195BE4","OFFICE / AVUKAT-PERSONEL","LawyerController.update — PUT /api/lawyers/:id","IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/lawyer/lawyer.controller.ts:97 | project/apps/api/src/modules/lawyer/lawyer.module.ts:LawyerModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-00E13E60CAD7","CLIENT / MÜVEKKİL","DispositionController.approve — POST /api/collection-dispositions/:id/approve","MERGED","true","true","true","true","1","","false","BOUND_DORMANT","P2","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/client-settlement/client-settlement.module.ts:ClientSettlementModule.controllers | project/apps/api/src/modules/client-settlement/disposition.controller.ts:81","VERIFY_ACTIVATION_AUTHORITY_AND_DEPLOYED_VALUE"
"HTTP-00E18B282DF9","RECEIVABLE / ALACAK","CaseBalanceController.credit — POST /api/cases/:caseId/balance/credit","IMPLEMENTED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/case-balance/case-balance.controller.ts:41 | project/apps/api/src/modules/case-balance/case-balance.module.ts:CaseBalanceModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-0108A1EA6544","CLIENT / MÜVEKKİL","ClientController.createAndDeliverIntakeLink — POST /api/clients/:clientId/cases/:caseId/intake-links/create-and-deliver","IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/client/client.controller.ts:182 | project/apps/api/src/modules/client/client.module.ts:ClientModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-012A4656F862","UYAP CONNECTOR","TebligatController.sendViaUets — POST /api/tebligat/:id/send-uets","IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/tebligat/tebligat.controller.ts:232 | project/apps/api/src/modules/tebligat/tebligat.module.ts:TebligatModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-023EA3B40266","CLIENT / MÜVEKKİL","ClientAccountingController.summary — GET /api/clients/:clientId/accounting/summary","IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/client-settlement/client-accounting.controller.ts:39 | project/apps/api/src/modules/client-settlement/client-settlement.module.ts:ClientSettlementModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-0283A02BF4E1","SHARED PLATFORM / INFRASTRUCTURE","ExpenseRequestController.getThreeViewForCase — GET /api/expense-requests/case/:caseId/three-view","IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/expense-request/expense-request.controller.ts:317 | project/apps/api/src/modules/expense-request/expense-request.module.ts:ExpenseRequestModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-02F58A43857F","SHARED PLATFORM / INFRASTRUCTURE","CalcPreviewController.healthCheck — GET /api/calc/health","IMPLEMENTED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/calc-preview/calc-preview.controller.ts:201 | project/apps/api/src/modules/calc-preview/calc-preview.module.ts:CalcPreviewModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-032441060EC3","SHARED PLATFORM / INFRASTRUCTURE","PdfController.generateTablePdf — POST /api/pdf/generate-table","IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/pdf/pdf.controller.ts:83 | project/apps/api/src/modules/pdf/pdf.module.ts:PdfModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-034FD281282D","UYAP CONNECTOR","IcrabotController.getStageMetadata — GET /api/icrabot/stages","IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/icrabot/icrabot.controller.ts:232 | project/apps/api/src/modules/icrabot/icrabot.module.ts:IcrabotModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-04317FA6F2B4","CLIENT / MÜVEKKİL","ClientStatementController.void — POST /api/client-statements/:id/void","MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/client-statement/client-statement.controller.ts:61 | project/apps/api/src/modules/client-statement/client-statement.module.ts:ClientStatementModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-045A90CB4CFA","UYAP CONNECTOR","IcrabotController.getStageFlow — GET /api/icrabot/stage-flows/:icraType","IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/icrabot/icrabot.controller.ts:243 | project/apps/api/src/modules/icrabot/icrabot.module.ts:IcrabotModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-049E0BBF4C86","SHARED PLATFORM / INFRASTRUCTURE","ExpenseRequestController.getDueReminders — GET /api/expense-requests/due-reminders","IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/expense-request/expense-request.controller.ts:287 | project/apps/api/src/modules/expense-request/expense-request.module.ts:ExpenseRequestModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-04A958E9B9C7","SHARED PLATFORM / INFRASTRUCTURE","ESignController.checkSignatureStatus — GET /api/esign/status/:transactionId","IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/esign/esign.controller.ts:48 | project/apps/api/src/modules/esign/esign.module.ts:ESignModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-04F1623D555C","SHARED PLATFORM / INFRASTRUCTURE","CaseStatusController.getStatusHistory — GET /api/case-status/:caseId/history","IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/case-status/case-status.controller.ts:128 | project/apps/api/src/modules/case-status/case-status.module.ts:CaseStatusModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-05296BA27484","SHARED PLATFORM / INFRASTRUCTURE","PrecautionaryOrderController.updateCost — PUT /api/precautionary-orders/costs/:costId","IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/precautionary-order/precautionary-order.controller.ts:79 | project/apps/api/src/modules/precautionary-order/precautionary-order.module.ts:PrecautionaryOrderModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-054B0508E07D","SHARED PLATFORM / INFRASTRUCTURE","CrossTenantAccessController.getLegalHold — GET /api/api/v1/internal-ops/cross-tenant/:tenantId/legal-holds/:holdId","IMPLEMENTED","true","false","false","false","0","","false","CODE_PRESENT_UNBOUND","P1","CrossTenantAccessController hiçbir production-reachable module controllers listesinde değil.","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/calc-preview/break-glass/controllers/cross-tenant-access.controller.ts:306","OWNER_REVIEW_BIND_OR_DISPOSITION"
"HTTP-054D365182EC","UYAP CONNECTOR","IcrabotController.getPendingTasks — GET /api/icrabot/cases/:caseId/tasks","IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/icrabot/icrabot.controller.ts:73 | project/apps/api/src/modules/icrabot/icrabot.module.ts:IcrabotModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-05F8C50909FF","AUTH / TENANT / SECURITY","PasswordResetController.resetPassword — POST /api/auth/reset-password","MERGED","true","true","","true","1","","false","UNKNOWN_REQUIRES_EVIDENCE","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/auth/auth.module.ts:AuthModule.controllers | project/apps/api/src/modules/auth/password-reset/password-reset.controller.ts:20","COLLECT_MISSING_EVIDENCE"
"HTTP-061BBAAB776C","SHARED PLATFORM / INFRASTRUCTURE","ManifestAdminController.queryDlqWithCursor — GET /api/admin/manifest/retry/dlq","IMPLEMENTED","true","false","false","false","0","","false","CODE_PRESENT_UNBOUND","P1","ManifestAdminController hiçbir production-reachable module controllers listesinde değil.","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/calc-preview/diagnostics/object-store/manifest-retry/manifest-admin.controller.ts:222","OWNER_REVIEW_BIND_OR_DISPOSITION"
"HTTP-06F892A4128B","SHARED PLATFORM / INFRASTRUCTURE","SimulationController.getLatestRun — GET /api/incidents/:id/runs/latest","IMPLEMENTED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/calc-preview/diagnostics/simulation-api/simulation-api.module.ts:SimulationApiModule.controllers | project/apps/api/src/modules/calc-preview/diagnostics/simulation-api/simulation.controller.ts:309","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-0750799664CC","SHARED PLATFORM / INFRASTRUCTURE","ManifestAdminController.queryDlq — GET /api/admin/manifest/dlq","IMPLEMENTED","true","false","false","false","0","","false","CODE_PRESENT_UNBOUND","P1","ManifestAdminController hiçbir production-reachable module controllers listesinde değil.","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/calc-preview/diagnostics/object-store/manifest-retry/manifest-admin.controller.ts:193","OWNER_REVIEW_BIND_OR_DISPOSITION"
"HTTP-075C0647000D","DEBTOR / BORÇLU","AddressController.getAddressesSorted — GET /api/debtors/:debtorId/addresses/sorted","IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/debtor/address.controller.ts:194 | project/apps/api/src/modules/debtor/debtor.module.ts:DebtorModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-08453CF5B6E2","UYAP CONNECTOR","TebligatController.findByCaseId — GET /api/tebligat/case/:caseId","IMPLEMENTED | MERGED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/tebligat/tebligat.controller.ts:62 | project/apps/api/src/modules/tebligat/tebligat.module.ts:TebligatModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-08FBA77728EF","SHARED PLATFORM / INFRASTRUCTURE","LookupController.create — POST /api/lookups/:type","IMPLEMENTED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/lookup/lookup.controller.ts:41 | project/apps/api/src/modules/lookup/lookup.module.ts:LookupModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
"HTTP-0966166B9353","SHARED PLATFORM / INFRASTRUCTURE","CaseJudgmentController.remove — DELETE /api/case-judgments/:id","IMPLEMENTED","true","true","true","true","1","","false","OPERABLE_UNVERIFIED","NONE","","project/apps/api/src/main.ts:22 | project/apps/api/src/modules/case-judgment/case-judgment.controller.ts:50 | project/apps/api/src/modules/case-judgment/case-judgment.module.ts:CaseJudgmentModule.controllers","ADD_REPRESENTATIVE_L6_VERIFICATION"
