journeyId,module,name,level,status,evidenceRefs
W2-COLLECTION-01,COLLECTION,Record and independently verify a tenant-scoped collection receipt,J5,PASS,project/apps/api/src/modules/auth/__tests__/core-user-journeys-runtime-certification.db-gated.integration.spec.ts#COLLECTION | project/apps/api/src/modules/collection/collection.controller.ts | project/apps/api/src/modules/collection/collection.service.ts | project/apps/api/src/modules/collection/collection.module.ts
W2-COLLECTION-01,COLLECTION,Record and independently verify a tenant-scoped collection receipt,J6,PASS,project/apps/api/src/modules/auth/__tests__/core-user-journeys-runtime-certification.db-gated.integration.spec.ts#COLLECTION | project/apps/api/src/modules/collection/collection.controller.ts | project/apps/api/src/modules/collection/collection.service.ts | project/apps/api/src/modules/collection/collection.module.ts
W2-COLLECTION-01,COLLECTION,Record and independently verify a tenant-scoped collection receipt,J7,PASS,project/apps/api/src/modules/auth/__tests__/core-user-journeys-runtime-certification.db-gated.integration.spec.ts#COLLECTION | project/apps/api/src/modules/collection/collection.controller.ts | project/apps/api/src/modules/collection/collection.service.ts | project/apps/api/src/modules/collection/collection.module.ts
W2-OFFICE-01,OFFICE,Update and retrieve non-secret office profile settings,J0,PASS,project/apps/api/src/modules/auth/__tests__/core-user-journeys-runtime-certification.db-gated.integration.spec.ts#OFFICE | project/apps/api/src/modules/office/office.controller.ts | project/apps/api/src/modules/office/office.service.ts | project/apps/api/src/modules/office/office.module.ts
W2-OFFICE-01,OFFICE,Update and retrieve non-secret office profile settings,J1,PASS,project/apps/api/src/modules/auth/__tests__/core-user-journeys-runtime-certification.db-gated.integration.spec.ts#OFFICE | project/apps/api/src/modules/office/office.controller.ts | project/apps/api/src/modules/office/office.service.ts | project/apps/api/src/modules/office/office.module.ts
W2-OFFICE-01,OFFICE,Update and retrieve non-secret office profile settings,J2,PASS,project/apps/api/src/modules/auth/__tests__/core-user-journeys-runtime-certification.db-gated.integration.spec.ts#OFFICE | project/apps/api/src/modules/office/office.controller.ts | project/apps/api/src/modules/office/office.service.ts | project/apps/api/src/modules/office/office.module.ts
W2-OFFICE-01,OFFICE,Update and retrieve non-secret office profile settings,J3,PASS,project/apps/api/src/modules/auth/__tests__/core-user-journeys-runtime-certification.db-gated.integration.spec.ts#OFFICE | project/apps/api/src/modules/office/office.controller.ts | project/apps/api/src/modules/office/office.service.ts | project/apps/api/src/modules/office/office.module.ts
W2-OFFICE-01,OFFICE,Update and retrieve non-secret office profile settings,J4,PASS,project/apps/api/src/modules/auth/__tests__/core-user-journeys-runtime-certification.db-gated.integration.spec.ts#OFFICE | project/apps/api/src/modules/office/office.controller.ts | project/apps/api/src/modules/office/office.service.ts | project/apps/api/src/modules/office/office.module.ts
W2-OFFICE-01,OFFICE,Update and retrieve non-secret office profile settings,J5,PASS,project/apps/api/src/modules/auth/__tests__/core-user-journeys-runtime-certification.db-gated.integration.spec.ts#OFFICE | project/apps/api/src/modules/office/office.controller.ts | project/apps/api/src/modules/office/office.service.ts | project/apps/api/src/modules/office/office.module.ts
W2-OFFICE-01,OFFICE,Update and retrieve non-secret office profile settings,J6,PASS,project/apps/api/src/modules/auth/__tests__/core-user-journeys-runtime-certification.db-gated.integration.spec.ts#OFFICE | project/apps/api/src/modules/office/office.controller.ts | project/apps/api/src/modules/office/office.service.ts | project/apps/api/src/modules/office/office.module.ts
W2-OFFICE-01,OFFICE,Update and retrieve non-secret office profile settings,J7,PASS,project/apps/api/src/modules/auth/__tests__/core-user-journeys-runtime-certification.db-gated.integration.spec.ts#OFFICE | project/apps/api/src/modules/office/office.controller.ts | project/apps/api/src/modules/office/office.service.ts | project/apps/api/src/modules/office/office.module.ts
